timestamp,symbol,open,high,low,close,trades,volume,vwap
2021-04-27T00:00:00.000Z,XBTUSD,54025,54150,53363.5,53490.5,26415,188887308,53770.7875408254
2021-04-27T04:00:00.000Z,XBTUSD,53490.5,54900,53290.5,54561,30906,255020973,54332.1955802432
2021-04-27T08:00:00.000Z,XBTUSD,54561,55235,54405.5,55170,33548,259498834,54721.205716001
2021-04-27T12:00:00.000Z,XBTUSD,55170,55386.5,54437,55051,38359,326397811,54935.4477745771
2021-04-27T16:00:00.000Z,XBTUSD,55051,55112,54345,54809.5,31804,248648081,54811.826998953
2021-04-27T20:00:00.000Z,XBTUSD,54809.5,55487.5,54800.5,55050.5,23128,159141693,55092.0514404543
2021-04-28T00:00:00.000Z,XBTUSD,55050.5,55734,54810,54810.5,29550,219350793,55343.5268629713
2021-04-28T04:00:00.000Z,XBTUSD,54810.5,54980,53893.5,54300,36128,317316472,54443.5984496556
2021-04-28T08:00:00.000Z,XBTUSD,54300,55070.5,53980,54869.5,31243,247758873,54486.0377085463
2021-04-28T12:00:00.000Z,XBTUSD,54869.5,55300,54123,54351.5,33288,243835612,54741.732399333
2021-04-28T16:00:00.000Z,XBTUSD,54351.5,55500,54274.5,55448,26437,210200630,54806.5095409745
2021-04-28T20:00:00.000Z,XBTUSD,55448,56494,54050,54869.5,49074,565272203,55079.0157896603
2021-04-29T00:00:00.000Z,XBTUSD,54869.5,55202.5,54127,54303.5,28927,239127095,54653.2969467714
2021-04-29T04:00:00.000Z,XBTUSD,54303.5,54481.5,53534,54444,29964,272354028,54071.6673849651
2021-04-29T08:00:00.000Z,XBTUSD,54444,54750,53806.5,54348.5,32845,301643713,54386.6330370117
2021-04-29T12:00:00.000Z,XBTUSD,54348.5,54545,53329,53748.5,37305,348142293,53871.0840190611
2021-04-29T16:00:00.000Z,XBTUSD,53748.5,53800,52519,52868,38360,341146573,53028.8781141429
2021-04-29T20:00:00.000Z,XBTUSD,52868,53634,52381,53524,24455,199034369,53066.7689530378
2021-04-30T00:00:00.000Z,XBTUSD,53524,53828.5,53064,53691.5,28775,247219551,53518.3978784394
2021-04-30T04:00:00.000Z,XBTUSD,53691.5,54570.5,53691,54362.5,26848,223450188,54242.7171328567
2021-04-30T08:00:00.000Z,XBTUSD,54362.5,54847.5,54122,54282,23700,177393680,54472.5878838359
2021-04-30T12:00:00.000Z,XBTUSD,54282,57264.5,54263.5,57192,58417,645871060,55936.0542648425
2021-04-30T16:00:00.000Z,XBTUSD,57192,57390,56440,57127,31943,281462313,56913.479174422
2021-04-30T20:00:00.000Z,XBTUSD,57127,57966.5,56545,57748.5,29569,266136340,57251.520393021
2021-05-01T00:00:00.000Z,XBTUSD,57748.5,58500,57516,58247,31716,274524436,58122.0156431352
2021-05-01T04:00:00.000Z,XBTUSD,58247,58497,57720,57800,22548,187868993,58119.3302677591
2021-05-01T08:00:00.000Z,XBTUSD,57800,58036.5,57257.5,57858,26455,234783902,57668.4598633602
2021-05-01T12:00:00.000Z,XBTUSD,57858,58123,57112,57420,27031,225823850,57681.2801206566
2021-05-01T16:00:00.000Z,XBTUSD,57420,58076.5,57318,57854,21019,144247255,57685.4974487283
2021-05-01T20:00:00.000Z,XBTUSD,57854,58021.5,57368,57874.5,14653,95766185,57746.7224715696
2021-05-02T00:00:00.000Z,XBTUSD,57874.5,57980,56449,56545.5,25112,212196204,57178.6788629069
2021-05-02T04:00:00.000Z,XBTUSD,56545.5,57190.5,56265.5,56705.5,26812,230719142,56763.310929248
2021-05-02T08:00:00.000Z,XBTUSD,56705.5,57150,56095,57147,30813,246449119,56594.6440363392
2021-05-02T12:00:00.000Z,XBTUSD,57147,57325,56532,56648,23177,185905526,56881.7595515078
2021-05-02T16:00:00.000Z,XBTUSD,56648,56998,56370.5,56920,17410,114417072,56756.2393194591
2021-05-02T20:00:00.000Z,XBTUSD,56920,57193,56290,56641.5,19749,164556190,56723.0129122478
2021-05-03T00:00:00.000Z,XBTUSD,56641.5,58394.5,56609,58021.5,34250,351591030,57820.132188952
2021-05-03T04:00:00.000Z,XBTUSD,58021.5,58910.5,57790,58875,24355,211488205,58411.8396830219
2021-05-03T08:00:00.000Z,XBTUSD,58875,59032.5,58426,58733,27531,238416298,58741.2683472997
2021-05-03T12:00:00.000Z,XBTUSD,58733,58841,57368,57686.5,47192,462558919,58039.4435939648
2021-05-03T16:00:00.000Z,XBTUSD,57686.5,58200,57228.5,57579.5,32347,230845662,57754.5059817978
2021-05-03T20:00:00.000Z,XBTUSD,57579.5,57580,56507,57191.5,38298,285250599,57070.4044293975
2021-05-04T00:00:00.000Z,XBTUSD,57191.5,57206,54809.5,55452.5,68989,675084216,55734.7518714973
2021-05-04T04:00:00.000Z,XBTUSD,55452.5,56354,55233,55953,29811,262175764,55978.7406410425
2021-05-04T08:00:00.000Z,XBTUSD,55953,56613,55601.5,56163.5,40217,318132462,56146.6809112307
2021-05-04T12:00:00.000Z,XBTUSD,56163.5,56324,53604.5,53838,76452,685361422,54955.3221664191
2021-05-04T16:00:00.000Z,XBTUSD,53838,54750,53152,54563,50681,421594421,54021.6494279509
2021-05-04T20:00:00.000Z,XBTUSD,54563,54837,53064.5,53262.5,37728,250840944,54023.0352105106
2021-05-05T00:00:00.000Z,XBTUSD,53262.5,55389,52857,54839.5,53090,440453227,54546.2993845356
2021-05-05T04:00:00.000Z,XBTUSD,54839.5,55310,54013,54900,36690,263053699,54618.3698427344
2021-05-05T08:00:00.000Z,XBTUSD,54900,55845,54763.5,55150.5,39632,326035821,55360.6331175881
2021-05-05T12:00:00.000Z,XBTUSD,55150.5,57686.5,55150,57587.5,68379,646672372,56480.8552134783
2021-05-05T16:00:00.000Z,XBTUSD,57587.5,57921,57125,57219.5,37405,344726920,57538.4748557077
2021-05-05T20:00:00.000Z,XBTUSD,57219.5,57687,56730,57553.5,31814,293929450,57134.539366104
2021-05-06T00:00:00.000Z,XBTUSD,57553.5,57675,56681.5,56930,31994,262377512,57069.7928767323
2021-05-06T04:00:00.000Z,XBTUSD,56930,57615,56500,56899.5,32237,263297046,57019.0901597147
2021-05-06T08:00:00.000Z,XBTUSD,56899.5,58428.5,56866.5,58114,39815,329138942,57738.1011296419
2021-05-06T12:00:00.000Z,XBTUSD,58114,58181.5,56899,57195.5,39410,330729087,57428.6305607684
2021-05-06T16:00:00.000Z,XBTUSD,57195.5,57554,55342,56196,56327,597017852,56354.6511917964
2021-05-06T20:00:00.000Z,XBTUSD,56196,56813,55747,56417,28291,189007046,56247.7251154446
2021-05-07T00:00:00.000Z,XBTUSD,56417,57121.5,55557,55760.5,44275,355393392,56234.9086392799
2021-05-07T04:00:00.000Z,XBTUSD,55760.5,56322.5,55313,55837.5,31669,223707196,55874.5708601752
2021-05-07T08:00:00.000Z,XBTUSD,55837.5,56811,55640,56513,29801,209668228,56333.7395777163
2021-05-07T12:00:00.000Z,XBTUSD,56513,57720.5,56290,57587.5,43300,389268846,57216.3535229604
2021-05-07T16:00:00.000Z,XBTUSD,57587.5,58781.5,57258,57686.5,46371,436974328,58109.6978029184
2021-05-07T20:00:00.000Z,XBTUSD,57686.5,58151,56888,57422,30285,219209356,57493.5503542604
2021-05-08T00:00:00.000Z,XBTUSD,57422,58473,57036,58190.5,31348,249361870,57883.5129830128
2021-05-08T04:00:00.000Z,XBTUSD,58190.5,58728,57649,58599,29214,237213443,58209.1370803522
2021-05-08T08:00:00.000Z,XBTUSD,58599,59526,58479,58702.5,42267,433818593,59049.4805600048
2021-05-08T12:00:00.000Z,XBTUSD,58702.5,59548,57439,57654,48023,451361882,58661.3870641749
2021-05-08T16:00:00.000Z,XBTUSD,57654,59405.5,57654,59164.5,41228,348804192,58708.4896473825
2021-05-08T20:00:00.000Z,XBTUSD,59164.5,59646,58633.5,59000,28750,212959436,59072.4742656014
2021-05-09T00:00:00.000Z,XBTUSD,59000,59341.5,58500,58733,40070,338917020,58911.3861887011
2021-05-09T04:00:00.000Z,XBTUSD,58733,58945,57817.5,58042.5,43229,379702478,58300.38534947
2021-05-09T08:00:00.000Z,XBTUSD,58042.5,58475.5,57620,58021,34161,273982638,58086.9509565897
2021-05-09T12:00:00.000Z,XBTUSD,58021,58055.5,56350,57455,57024,525459456,57120.5961955953
2021-05-09T16:00:00.000Z,XBTUSD,57455,57921,57126.5,57325,30246,224600303,57535.3374610696
2021-05-09T20:00:00.000Z,XBTUSD,57325,58497,57258,58299.5,29858,209700725,58046.0323875389
2021-05-10T00:00:00.000Z,XBTUSD,58299.5,59598.5,58156,59489,37154,300245539,59007.4488680289
2021-05-10T04:00:00.000Z,XBTUSD,59489,59806,58431,58462.5,36475,314343852,59100.7706224701
2021-05-10T08:00:00.000Z,XBTUSD,58462.5,58700.5,57455.5,58190,67570,448798033,58127.7317745372
2021-05-10T12:00:00.000Z,XBTUSD,58190,58496,56802,58450.5,82142,611734308,57622.6491997523
2021-05-10T16:00:00.000Z,XBTUSD,58450.5,58703,55603,55779.5,72212,716030238,57206.0537651326
2021-05-10T20:00:00.000Z,XBTUSD,55779.5,56260.5,53849,55912.5,79841,881805791,55198.3965188831
2021-05-11T00:00:00.000Z,XBTUSD,55912.5,56449,54502,55149,56154,528540783,55365.559552814
2021-05-11T04:00:00.000Z,XBTUSD,55149,55850.5,54659.5,55788,43291,294778327,55367.282982985
2021-05-11T08:00:00.000Z,XBTUSD,55788,56227.5,55233,55294,38818,278007172,55738.5416890206
2021-05-11T12:00:00.000Z,XBTUSD,55294,56214,54871,56132,54287,458161080,55576.7549676842
2021-05-11T16:00:00.000Z,XBTUSD,56132,56888,55850,56700,40326,309313360,56387.352231983
2021-05-11T20:00:00.000Z,XBTUSD,56700,56900,56353.5,56764,22866,152266549,56681.6389635704
2021-05-12T00:00:00.000Z,XBTUSD,56764,57901.5,56673,57851.5,31986,256355555,57298.5101555866
2021-05-12T04:00:00.000Z,XBTUSD,57851.5,58036.5,57022,57224.5,26897,198135695,57473.2205193373
2021-05-12T08:00:00.000Z,XBTUSD,57224.5,57255.5,56067,56481,37276,321065255,56615.7831145611
2021-05-12T12:00:00.000Z,XBTUSD,56481,56940,55377,55509.5,58343,536286135,56241.3406683263
2021-05-12T16:00:00.000Z,XBTUSD,55509.5,55695,53601,54482,78719,783799938,54606.5721027748
2021-05-12T20:00:00.000Z,XBTUSD,54482,54749.5,48520,49493,114395,1471921046,51968.9328333151
2021-05-13T00:00:00.000Z,XBTUSD,49493,50780,44632.5,50468.5,105346,1369656478,48770.0140104448
2021-05-13T04:00:00.000Z,XBTUSD,50468.5,51344.5,50339.5,50887,45727,415075818,50898.5326791921
2021-05-13T08:00:00.000Z,XBTUSD,50887,50955.5,48520,49786,94126,870846074,49650.1847156586
2021-05-13T12:00:00.000Z,XBTUSD,49786,50842,49541.5,49696,61859,543682107,50170.7304464582
2021-05-13T16:00:00.000Z,XBTUSD,49696,50441.5,47048,48607,117710,1181752490,48495.5320747183
2021-05-13T20:00:00.000Z,XBTUSD,48607,49863,48430.5,49700,58016,383665050,49244.1460358731
2021-05-14T00:00:00.000Z,XBTUSD,49700,50375,49079.5,49210.5,45840,328181738,49805.2239552567
2021-05-14T04:00:00.000Z,XBTUSD,49210.5,50288.5,48887.5,50063,45396,295833308,49461.0297060173
2021-05-14T08:00:00.000Z,XBTUSD,50063,51000,49970,50619,36743,227949504,50532.4689576342
2021-05-14T12:00:00.000Z,XBTUSD,50619,51533.5,50126,51295.5,40957,262668580,50868.5922370111
2021-05-14T16:00:00.000Z,XBTUSD,51295.5,51348,50164.5,50188,33963,205518442,50716.3700162434
2021-05-14T20:00:00.000Z,XBTUSD,50188,50339,49087.5,49888,35429,221823334,49760.5055483215
2021-05-15T00:00:00.000Z,XBTUSD,49888,50671.5,49321.5,49675.5,40651,273362263,50047.6469958845
2021-05-15T04:00:00.000Z,XBTUSD,49675.5,49870,48437.5,48485,51513,381353056,49157.5632809333
2021-05-15T08:00:00.000Z,XBTUSD,48485,49300.5,47832.5,48960,60818,452385579,48546.1418877798
2021-05-15T12:00:00.000Z,XBTUSD,48960,49566.5,48697,49020,45570,278010747,49175.7933806998
2021-05-15T16:00:00.000Z,XBTUSD,49020,49051.5,46901,48101,72675,560249967,47819.0359847326
2021-05-15T20:00:00.000Z,XBTUSD,48101,48748.5,46563.5,46757,54614,374109146,47658.8715067399
2021-05-16T00:00:00.000Z,XBTUSD,46757,48442,46464,48437.5,52332,406911681,47630.7179372485
2021-05-16T04:00:00.000Z,XBTUSD,48437.5,49468.5,48100,49421,38667,301777464,48820.4249651217
2021-05-16T08:00:00.000Z,XBTUSD,49421,49788.5,48698.5,49043.5,31661,228389426,49252.5253538558
2021-05-16T12:00:00.000Z,XBTUSD,49043.5,49273.5,47698.5,47790,43394,323249900,48491.4857075328
2021-05-16T16:00:00.000Z,XBTUSD,47790,48091.5,44406,45548,121886,1211253494,46342.7612071309
2021-05-16T20:00:00.000Z,XBTUSD,45548,46479.5,43868,46436,86016,737845661,45142.45956914
2021-05-17T00:00:00.000Z,XBTUSD,46436,46653,42836,42904,77021,779241361,44404.7305932878
2021-05-17T04:00:00.000Z,XBTUSD,42904,45290.5,42222,45177.5,102900,982944054,43694.7020647445
2021-05-17T08:00:00.000Z,XBTUSD,45177.5,45881.5,44444,45798.5,58717,465655444,45213.012004532
2021-05-17T12:00:00.000Z,XBTUSD,45798.5,45861.5,43200,43375,69540,645967358,44497.0704611245
2021-05-17T16:00:00.000Z,XBTUSD,43375,44375.5,42134,44211,88447,737885249,43158.6266388864
2021-05-17T20:00:00.000Z,XBTUSD,44211,44996.5,42543.5,43582,67335,569413016,43678.8301212696
2021-05-18T00:00:00.000Z,XBTUSD,43582,45301,43204,44792.5,54805,401438450,44614.7240092917
2021-05-18T04:00:00.000Z,XBTUSD,44792.5,45798.5,44744.5,45159,44106,294623418,45259.689985787
2021-05-18T08:00:00.000Z,XBTUSD,45159,45673,44655.5,45341,41982,271472495,45166.759024263
2021-05-18T12:00:00.000Z,XBTUSD,45341,45359.5,42689,43001,87144,834774469,43660.9654992932
2021-05-18T16:00:00.000Z,XBTUSD,43001,43831,42386.5,43280,78770,559518831,43103.511383541
2021-05-18T20:00:00.000Z,XBTUSD,43280,43563,42250,42854.5,53612,355568341,42949.336831248
2021-05-19T00:00:00.000Z,XBTUSD,42854.5,43596,40051,40609.5,96538,1027259686,41458.5046607314
2021-05-19T04:00:00.000Z,XBTUSD,40609.5,40875,38500.5,40363.5,111630,1193651463,39518.1228671078
2021-05-19T08:00:00.000Z,XBTUSD,40363.5,40788,35821.5,38677.5,111007,1072065242,38743.1208580497
2021-05-19T12:00:00.000Z,XBTUSD,38677.5,39148,28157,37250.5,274152,2970945402,34865.8334707418
2021-05-19T16:00:00.000Z,XBTUSD,37250.5,40420,36200,39346.5,146997,1644722301,38852.2655884626
2021-05-19T20:00:00.000Z,XBTUSD,39346.5,40233,36771,36811,97339,717220339,38678.0293724793
2021-05-20T00:00:00.000Z,XBTUSD,36811,38624,34873,38460,121052,827103215,37105.1614420218
2021-05-20T04:00:00.000Z,XBTUSD,38460,40823,38250,39978,63503,465031593,39751.3635157521
2021-05-20T08:00:00.000Z,XBTUSD,39978,40724.5,38820,40510,54373,375856100,39864.2025425755
2021-05-20T12:00:00.000Z,XBTUSD,40510,42444,40146,41513.5,70585,547748900,41662.5743297382
2021-05-20T16:00:00.000Z,XBTUSD,41513.5,41537,38255,40177,105111,874991945,39701.3957210332
2021-05-20T20:00:00.000Z,XBTUSD,40177,41882,39564.5,40620.5,55904,363020918,40665.7413081726
2021-05-21T00:00:00.000Z,XBTUSD,40620.5,42327,40540,40782,48040,334660735,41429.3167920726
2021-05-21T04:00:00.000Z,XBTUSD,40782,40837,39315.5,39892,51485,364668124,40022.8312401057
2021-05-21T08:00:00.000Z,XBTUSD,39892,41264.5,39346.5,41178,54892,355716080,40459.6329659682
2021-05-21T12:00:00.000Z,XBTUSD,41178,41749.5,36428.5,36862,129603,1091842116,38865.5248194186
2021-05-21T16:00:00.000Z,XBTUSD,36862,37814.5,35538,36069,87708,632008504,36749.5988706471
2021-05-21T20:00:00.000Z,XBTUSD,36069,37457.5,33460,37301,87093,567410533,35760.0535685329
2021-05-22T00:00:00.000Z,XBTUSD,37301,38102,36577,36949,49613,359568427,37380.2891844389
2021-05-22T04:00:00.000Z,XBTUSD,36949,37223.5,35244,36340,62050,340567098,36213.2552055498
2021-05-22T08:00:00.000Z,XBTUSD,36340,38885,36317,38204,56229,382039960,37494.7316817546
2021-05-22T12:00:00.000Z,XBTUSD,38204,38863.5,37123,38175.5,61258,349895349,38148.3690214749
2021-05-22T16:00:00.000Z,XBTUSD,38175.5,38619,37190,37306.5,53153,233982360,37949.4704759422
2021-05-22T20:00:00.000Z,XBTUSD,37306.5,38380.5,37246,37446.5,40036,214450115,37783.7467065653
2021-05-23T00:00:00.000Z,XBTUSD,37446.5,38270.5,36653,37435.5,36633,206583445,37549.7492640815
2021-05-23T04:00:00.000Z,XBTUSD,37435.5,37436,35532.5,35887.5,47360,262585093,36584.9260145299
2021-05-23T08:00:00.000Z,XBTUSD,35887.5,35913.5,33833,35414.5,96750,631632667,34906.9169935968
2021-05-23T12:00:00.000Z,XBTUSD,35414.5,35851,32609.5,33328,122311,763264094,33787.0057035946
2021-05-23T16:00:00.000Z,XBTUSD,33328,33962,31100,33108.5,130275,754486312,32623.090656145
2021-05-23T20:00:00.000Z,XBTUSD,33108.5,35008,33107,34711,51487,264012460,34136.1913996981
2021-05-24T00:00:00.000Z,XBTUSD,34711,35975,34704,35309.5,49736,241473013,35357.8057027312
2021-05-24T04:00:00.000Z,XBTUSD,35309.5,36924,34453,36680,46710,240937777,35696.7440180749
2021-05-24T08:00:00.000Z,XBTUSD,36680,37935.5,35954.5,37642.5,54320,367526755,36803.4626427101
2021-05-24T12:00:00.000Z,XBTUSD,37642.5,38700,37348,37573,61376,440709461,37894.8465844774
2021-05-24T16:00:00.000Z,XBTUSD,37573,39779.5,36910,39611.5,68606,429885529,38308.4954980342
2021-05-24T20:00:00.000Z,XBTUSD,39611.5,39920,38038,38842.5,50564,270497140,38877.3698719095
2021-05-25T00:00:00.000Z,XBTUSD,38842.5,39810,37871.5,38365.5,52810,328819774,38796.008718772
2021-05-25T04:00:00.000Z,XBTUSD,38365.5,39220,37699,39009.5,50675,311114673,38494.6633691913
2021-05-25T08:00:00.000Z,XBTUSD,39009.5,39143.5,36570.5,36596.5,71183,488768567,37569.7552125383
2021-05-25T12:00:00.000Z,XBTUSD,36596.5,38511,36511,38306.5,77837,460470504,37563.7969041635
2021-05-25T16:00:00.000Z,XBTUSD,38306.5,38322,37160,37306.5,49627,234155400,37842.0965244955
2021-05-25T20:00:00.000Z,XBTUSD,37306.5,38789.5,37293,38379.5,39479,215349435,38011.9580919118
2021-05-26T00:00:00.000Z,XBTUSD,38379.5,39719.5,37784,39549.5,47343,298492227,38881.4096530285
2021-05-26T04:00:00.000Z,XBTUSD,39549.5,40880,39060,40500,44663,316579746,40052.6809614567
2021-05-26T08:00:00.000Z,XBTUSD,40500,40891.5,39431.5,39880.5,53401,332319413,40032.3704695777
2021-05-26T12:00:00.000Z,XBTUSD,39880.5,40362.5,38538,38796.5,60112,401908396,39299.3487728839
2021-05-26T16:00:00.000Z,XBTUSD,38796.5,39362.5,37927,38483.5,61882,392960449,38568.6992782703
2021-05-26T20:00:00.000Z,XBTUSD,38483.5,39456,38321.5,39254.5,29384,150533509,38913.9755620272
2021-05-27T00:00:00.000Z,XBTUSD,39254.5,39254.5,37143.5,37643.5,52662,291267377,37992.756706623
2021-05-27T04:00:00.000Z,XBTUSD,37643.5,38419,37250.5,38292.5,38429,190745120,37870.537323241
2021-05-27T08:00:00.000Z,XBTUSD,38292.5,39890.5,37786.5,39753.5,51629,318643784,39119.5946048818
2021-05-27T12:00:00.000Z,XBTUSD,39753.5,40444,39328,39706.5,52312,350792057,39889.0733420417
2021-05-27T16:00:00.000Z,XBTUSD,39706.5,39746.5,38543,38807.5,42309,258143549,39016.5769866627
2021-05-27T20:00:00.000Z,XBTUSD,38807.5,39190.5,38214,38513,40935,221712339,38712.0912909295
2021-05-28T00:00:00.000Z,XBTUSD,38513,38952,37729.5,38248.5,46088,297571774,38181.4551203967
2021-05-28T04:00:00.000Z,XBTUSD,38248.5,38248,36466,36975,62951,416774910,37096.0260893045
2021-05-28T08:00:00.000Z,XBTUSD,36975,37251,35145.5,35422,80954,542303139,35935.8472096092
2021-05-28T12:00:00.000Z,XBTUSD,35422,37265,35172.5,36749,66775,431345941,36630.9990722371
2021-05-28T16:00:00.000Z,XBTUSD,36749,36853,35563.5,35761.5,66496,359203087,36063.6863454143
2021-05-28T20:00:00.000Z,XBTUSD,35761.5,36224,34710.5,35689.5,64775,352328331,35336.9333692583
